categoria;LOC;lat;lon;Filename
Nuevos Paramilitares (Narco-Para);ValparaísoAlbania, Caquetá;0.869892;-73.8419063;2
Nuevos Paramilitares (Narco-Para);Venecia, Cundinamarca;4.089014;-74.4779102;9
Nuevos Paramilitares (Narco-Para);Villa de Rosario, Norte de Santander;7.8437879;-72.46968970000002;7
Nuevos Paramilitares (Narco-Para);Villa del Rosario, Norte de Santander;7.8437879;-72.46968970000002;2
Nuevos Paramilitares (Narco-Para);Villa del Rosario, Santander;7.8437879;-72.46968970000002;5
Nuevos Paramilitares (Narco-Para);Villavicencio, Meta;4.1491688;-73.6285475;1
Nuevos Paramilitares (Narco-Para);Vista Hermosa, Meta;3.127883;-73.752512;1
Nuevos Paramilitares (Narco-Para);Yarumal, Antioquia;6.961969;-75.4190689;4
Nuevos Paramilitares (Narco-Para);Yopal, Casanare;5.348903;-72.40052299999999;3
Nuevos Paramilitares (Narco-Para);Zaragoza, Cauca;2.20849;-77.8288199;3
Nuevos Paramilitares (Narco-Para);Zaragoza, Quindío;4.4610191;-75.667356;5
Nuevos Paramilitares (Narco-Para);Zona Bananera, Magdalena;10.7922447;-74.1709702;1
